program	rep	depth	noReads	percMutate	targMut	lenRef	refMatch	refSnp	refIns	refDel	refNs	matches	snp	ins	del	Ns	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajCon	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
Lilo	10	30	2790	1000	570	5700	5136	560	4	4	0	ERR	ERR	ERR	ERR	ERR	50.54	9.85	103.50	321904	224%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	1000	570	5700	5136	560	4	4	0	ERR	ERR	ERR	ERR	ERR	50.54	9.85	103.50	321904	224%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	1000	570	5700	5136	560	4	4	0	ERR	ERR	ERR	ERR	ERR	50.54	9.85	103.50	321904	224%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	1000	570	5700	5136	560	4	4	0	5700	0	0	0	733	0.18	0.03	0.28	9204	174%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	1000	570	5700	5136	560	4	4	0	5700	0	2	0	1401	0.19	0.01	0.32	9920	172%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	0	0	11800	0	0	0	0	0	11800	0	0	0	1250	83.87	3.48	83.70	392524	103%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	0	0	11800	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	55.53	11.63	116.41	320828	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	0	0	11800	0	0	0	0	0	11798	0	0	2	939	0.34	0.01	0.57	8680	172%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	0	0	11800	0	0	0	0	0	11797	0	1	3	3826	0.32	0.01	0.56	12700	176%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	100	118	11800	11682	118	0	0	0	11799	1	0	0	1250	77.43	3.43	77.18	392328	104%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	100	118	11800	11682	118	0	0	0	ERR	ERR	ERR	ERR	ERR	55.78	11.90	116.46	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	100	118	11800	11682	118	0	0	0	11798	0	1	2	941	0.34	0.00	0.58	16444	172%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	100	118	11800	11682	118	0	0	0	11797	0	1	3	3826	0.32	0.02	0.55	11628	177%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	200	236	11800	11564	236	0	0	0	11799	1	1	0	1250	80.94	3.42	80.76	391256	104%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	200	236	11800	11564	236	0	0	0	ERR	ERR	ERR	ERR	ERR	55.77	11.37	117.14	321844	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	200	236	11800	11564	236	0	0	0	11798	0	1	2	941	0.33	0.01	0.57	10140	175%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	200	236	11800	11564	236	0	0	0	11797	0	1	3	3828	0.34	0.02	0.57	10516	175%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	500	590	11800	11210	590	0	0	0	11796	3	1	1	1250	77.34	3.46	77.05	390732	104%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	500	590	11800	11210	590	0	0	0	ERR	ERR	ERR	ERR	ERR	55.99	11.85	117.34	321984	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	500	590	11800	11210	590	0	0	0	11798	0	1	2	941	0.34	0.00	0.59	9556	172%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	500	590	11800	11210	590	0	0	0	11798	0	1	2	3837	0.33	0.02	0.57	9828	180%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	1000	1180	11800	10634	1157	9	9	0	11785	12	2	3	1290	80.11	3.44	79.90	391520	104%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	1000	1180	11800	10634	1157	9	9	0	ERR	ERR	ERR	ERR	ERR	55.90	11.86	116.78	320652	230%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	1000	1180	11800	10634	1157	9	9	0	11797	0	3	3	945	0.34	0.01	0.60	9716	177%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	1000	1180	11800	10634	1157	9	9	0	11797	1	2	2	3620	0.32	0.01	0.59	10296	185%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	0	0	29903	0	0	0	0	0	29903	0	14	0	2314	200.63	3.75	201.06	938692	102%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	0	0	29903	0	0	0	0	0	ERR	ERR	ERR	ERR	ERR	113.84	21.96	209.44	397052	203%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	0	0	29903	0	0	0	0	0	29884	4	0	15	1796	0.85	0.04	1.43	11432	172%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	0	0	29903	0	0	0	0	0	29883	4	1	16	7090	0.92	0.04	1.52	11140	171%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	100	299	29903	29604	299	0	0	0	29890	3	0	10	2304	191.87	3.88	191.98	937816	102%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	100	299	29903	29604	299	0	0	0	ERR	ERR	ERR	ERR	ERR	113.24	23.17	208.27	394932	204%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	100	299	29903	29604	299	0	0	0	29884	4	0	15	1796	0.82	0.03	1.41	10836	175%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	100	299	29903	29604	299	0	0	0	29883	4	1	16	7090	0.94	0.04	1.57	11096	170%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	200	598	29903	29305	598	0	0	0	29889	4	0	10	2303	192.47	3.86	192.59	937760	102%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	200	598	29903	29305	598	0	0	0	ERR	ERR	ERR	ERR	ERR	111.97	23.07	206.99	396240	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	200	598	29903	29305	598	0	0	0	29884	4	0	15	1797	0.84	0.04	1.42	11796	173%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	200	598	29903	29305	598	0	0	0	29883	4	1	16	7091	0.92	0.04	1.54	11736	171%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	500	1495	29903	28408	1495	0	0	0	29882	11	3	10	2307	206.35	3.95	206.13	937916	101%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	10	30	2790	500	1495	29903	28408	1495	0	0	0	ERR	ERR	ERR	ERR	ERR	111.78	22.93	206.70	397172	205%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	10	30	2790	500	1495	29903	28408	1495	0	0	0	29885	4	1	14	1801	0.83	0.03	1.44	12100	176%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	10	30	2790	500	1495	29903	28408	1495	0	0	0	29883	5	1	15	6749	0.93	0.06	1.57	11660	174%	1024	10240	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	10	30	2790	1000	2990	29903	26941	2944	18	18	0	29862	29	4	12	2358	200.68	4.09	200.76	938100	102%	1024	10240	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
